id,user_id,post_id,facet_id,facet_value_id,created_at,pay_rate
a0fe538e-fd55-4e9e-ae3a-436da0e0b38e,9261778c-b4e8-4c5e-897e-58be81036e00,102277c4-b9a9-46c7-9816-c1e5bd703e96,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:54:42.499126+00,0.0000
a9770d25-ff14-42db-991f-f250895d1aee,9261778c-b4e8-4c5e-897e-58be81036e00,102277c4-b9a9-46c7-9816-c1e5bd703e96,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:54:43.099122+00,0.0000
6a9601ff-6112-4d8b-b7cb-42160daa2a1a,9261778c-b4e8-4c5e-897e-58be81036e00,10254454-a6d8-446b-8309-779b0496f021,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:54:52.615123+00,0.0000
a7c3c330-fed4-436b-9dac-75046b7fd071,9261778c-b4e8-4c5e-897e-58be81036e00,10254454-a6d8-446b-8309-779b0496f021,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:54:53.483206+00,0.0000
959bd398-82f2-4177-96a8-bfabe4595fe9,9261778c-b4e8-4c5e-897e-58be81036e00,102b744b-4095-4b92-9c75-e7558d7d56f8,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:55:06.129297+00,0.0000
81268676-7bee-4df1-a47b-092ef6f2e491,9261778c-b4e8-4c5e-897e-58be81036e00,102b744b-4095-4b92-9c75-e7558d7d56f8,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:55:06.633832+00,0.0000
535825e5-2fa2-4bc8-b93b-ca77e4349ae8,9261778c-b4e8-4c5e-897e-58be81036e00,102e0994-3c4f-4e97-8e7b-525826b8b044,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:55:12.930962+00,0.0000
5fe69628-7f3c-46d4-8131-c5586712ca96,9261778c-b4e8-4c5e-897e-58be81036e00,102e0994-3c4f-4e97-8e7b-525826b8b044,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:55:13.47915+00,0.0000
e0bd9dd3-263d-41aa-a521-87fe2ec6ed97,9261778c-b4e8-4c5e-897e-58be81036e00,1031ed3f-7780-4588-b8b7-8125958e4932,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:55:21.43892+00,0.0000
3389384c-c149-4efa-98df-2586ea4003fb,9261778c-b4e8-4c5e-897e-58be81036e00,1031ed3f-7780-4588-b8b7-8125958e4932,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:55:21.965886+00,0.0000
683d02b4-d5d3-49e8-8606-3153412f6cb8,9261778c-b4e8-4c5e-897e-58be81036e00,10339d5e-6bce-456f-828a-1c1a0fe880c7,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:55:38.35875+00,0.0000
f0ad5230-ddfc-4d8b-b55b-3e822aeb39a1,9261778c-b4e8-4c5e-897e-58be81036e00,10339d5e-6bce-456f-828a-1c1a0fe880c7,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:55:38.832621+00,0.0000
2f6aeed1-7a13-4a69-b7d1-a680b37474ca,9261778c-b4e8-4c5e-897e-58be81036e00,103685b6-c141-49d2-a386-06815850e982,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:55:49.784997+00,0.0000
b825cac6-34cc-4e6b-8015-41119991f8b0,9261778c-b4e8-4c5e-897e-58be81036e00,103685b6-c141-49d2-a386-06815850e982,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:55:50.339121+00,0.0000
c7f1c365-b8da-4040-8e24-caa85eb1192b,9261778c-b4e8-4c5e-897e-58be81036e00,103aac51-73db-4f89-bff5-9dc6429a4644,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 02:55:53.915121+00,0.0000
ab8413f4-dc88-4878-8373-fc2f28c97a82,9261778c-b4e8-4c5e-897e-58be81036e00,103aac51-73db-4f89-bff5-9dc6429a4644,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 02:55:54.453725+00,0.0000
